province,district,crop_livestock,hazard,vc_stage,impact,freq,severity,percentage,count,,,,,,,,,
KP,D.I. Khan,Sugarcane,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Need for more processing/ increased processing costs,3,Moderate (10-30% loss in income),60,5,,,,,,,,,
KP,D.I. Khan,Sugarcane,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Difficulty transporting live animals,2,Moderate (10-30% loss in income),40,5,,,,,,,,,
KP,D.I. Khan,Sugarcane,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Low quality produce for processing,2,Moderate (10-30% loss in income),40,5,,,,,,,,,
KP,D.I. Khan,Sugarcane,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Difficulty slaughtering,1,Moderate (10-30% loss in income),20,5,,,,,,,,,
KP,D.I. Khan,Sugarcane,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Farm to market roads damaged,1,Moderate (10-30% loss in income),20,5,,,,,,,,,
KP,D.I. Khan,Sugarcane,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Increase in transportation costs,1,Moderate (10-30% loss in income),20,5,,,,,,,,,
KP,D.I. Khan,Sugarcane,Disease outbreak (Plant & Livestock),4. Marketing,Lower quality produce/ doesn't meet standards,4,Moderate (10-30% loss in income),80,5,,,,,,,,,
KP,D.I. Khan,Sugarcane,Disease outbreak (Plant & Livestock),4. Marketing,High costs to reach markets,3,Moderate (10-30% loss in income),60,5,,,,,,,,,
KP,D.I. Khan,Sugarcane,Disease outbreak (Plant & Livestock),4. Marketing,Increased buying prices for produce,3,Moderate (10-30% loss in income),60,5,,,,,,,,,
KP,D.I. Khan,Sugarcane,Disease outbreak (Plant & Livestock),4. Marketing,Unable to fulfill orders,3,Moderate (10-30% loss in income),60,5,,,,,,,,,
KP,D.I. Khan,Sugarcane,Disease outbreak (Plant & Livestock),4. Marketing,Low level of value addition,2,Moderate (10-30% loss in income),40,5,,,,,,,,,
KP,D.I. Khan,Sugarcane,Disease outbreak (Plant & Livestock),4. Marketing,Unable to grow crops demanded by the market,2,Moderate (10-30% loss in income),40,5,,,,,,,,,
KP,D.I. Khan,Sugarcane,Disease outbreak (Plant & Livestock),4. Marketing,Unpredictability of supply,2,Moderate (10-30% loss in income),40,5,,,,,,,,,
KP,D.I. Khan,Sugarcane,Disease outbreak (Plant & Livestock),4. Marketing,Farm to market roads damaged,1,Moderate (10-30% loss in income),20,5,,,,,,,,,
KP,D.I. Khan,Sugarcane,Disease outbreak (Plant & Livestock),4. Marketing,Products fetch low prices due to poor quality,1,Moderate (10-30% loss in income),20,5,,,,,,,,,
KP,D.I. Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,1. Input,Poor quality seed,10,Moderate (10-30% loss in income),58.82352941,17,,,,,,,,,
KP,D.I. Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,1. Input,Increased price of inputs,9,Moderate (10-30% loss in income),52.94117647,17,,,,,,,,,
KP,D.I. Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,1. Input,"Trouble accessing inputs (fertilizer, pesticides, seeds, feeds)",9,Moderate (10-30% loss in income),52.94117647,17,,,,,,,,,
KP,D.I. Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,1. Input,Damage to nurseries/input store,8,Moderate (10-30% loss in income),47.05882353,17,,,,,,,,,
KP,D.I. Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,1. Input,Reduced demand for service providers,6,Moderate (10-30% loss in income),35.29411765,17,,,,,,,,,
KP,D.I. Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,1. Input,Increased demand for irrigation infrastructure materials,5,Moderate (10-30% loss in income),29.41176471,17,,,,,,,,,
KP,D.I. Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,1. Input,Excess demand for new/improved/tolerant varieties,4,Moderate (10-30% loss in income),23.52941176,17,,,,,,,,,
KP,D.I. Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,1. Input,Reduced access to extension services,4,Moderate (10-30% loss in income),23.52941176,17,,,,,,,,,
KP,D.I. Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,1. Input,Difficulty accessing loans (banks not ending),2,Moderate (10-30% loss in income),11.76470588,17,,,,,,,,,
KP,D.I. Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,1. Input,Farmers unable to repay loans,2,Moderate (10-30% loss in income),11.76470588,17,,,,,,,,,
KP,D.I. Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,1. Input,Reduced sales of inputs,2,Moderate (10-30% loss in income),11.76470588,17,,,,,,,,,
KP,D.I. Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,1. Input,"Unmet demand for service providers (labour, machinery)",1,Moderate (10-30% loss in income),5.882352941,17,,,,,,,,,
KP,D.I. Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,2. On-farm,Loss of on-farm income,13,Moderate (10-30% loss in income),76.47058824,17,,,,,,,,,
KP,D.I. Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,2. On-farm,Loss of alternative income sources,12,Moderate (10-30% loss in income),70.58823529,17,,,,,,,,,
KP,D.I. Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,2. On-farm,Erosion of topsoil,10,Moderate (10-30% loss in income),58.82352941,17,,,,,,,,,
KP,D.I. Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,2. On-farm,"Increased requirement for mechanisation (ploughs, mechanised weeders)",7,Moderate (10-30% loss in income),41.17647059,17,,,,,,,,,
KP,D.I. Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,2. On-farm,Need to use more inputs,7,Moderate (10-30% loss in income),41.17647059,17,,,,,,,,,
KP,D.I. Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,2. On-farm,High incidence of pest and disease outbreaks,6,Moderate (10-30% loss in income),35.29411765,17,,,,,,,,,
KP,D.I. Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,2. On-farm,Crops don't germinate,5,Moderate (10-30% loss in income),29.41176471,17,,,,,,,,,
KP,D.I. Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,2. On-farm,Crops/livestock die or are damaged causing low yields,5,Moderate (10-30% loss in income),29.41176471,17,,,,,,,,,
KP,D.I. Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,2. On-farm,Damage to irrigation system,2,Moderate (10-30% loss in income),11.76470588,17,,,,,,,,,
KP,D.I. Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,2. On-farm,"Delayed planting/ uncertainty in planning farm operations (planting, maintenance & harvesting)",2,Moderate (10-30% loss in income),11.76470588,17,,,,,,,,,
KP,D.I. Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,2. On-farm,Extra labour & costs in land preparation,1,Moderate (10-30% loss in income),5.882352941,17,,,,,,,,,
KP,D.I. Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,2. On-farm,Insurance premiums rise,1,Moderate (10-30% loss in income),5.882352941,17,,,,,,,,,
KP,D.I. Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,2. On-farm,More weeds,1,Moderate (10-30% loss in income),5.882352941,17,,,,,,,,,
KP,D.I. Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,2. On-farm,Reduced water availability,1,Moderate (10-30% loss in income),5.882352941,17,,,,,,,,,
KP,D.I. Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,2. On-farm,Trouble accessing hired labour,1,Moderate (10-30% loss in income),5.882352941,17,,,,,,,,,
KP,D.I. Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,"3. Harvesting, storage & processing",Processing delayed/disrupted,8,Moderate (10-30% loss in income),47.05882353,17,,,,,,,,,
KP,D.I. Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,"3. Harvesting, storage & processing",Difficulty procuring materials for processing,7,Moderate (10-30% loss in income),41.17647059,17,,,,,,,,,
KP,D.I. Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,"3. Harvesting, storage & processing",Increase in post-harvest losses,7,Moderate (10-30% loss in income),41.17647059,17,,,,,,,,,
KP,D.I. Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,"3. Harvesting, storage & processing",Low quality produce for processing,7,Moderate (10-30% loss in income),41.17647059,17,,,,,,,,,
KP,D.I. Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,"3. Harvesting, storage & processing",Need for more processing/ increased processing costs,7,Moderate (10-30% loss in income),41.17647059,17,,,,,,,,,
KP,D.I. Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,"3. Harvesting, storage & processing",Increased storage costs,6,Moderate (10-30% loss in income),35.29411765,17,,,,,,,,,
KP,D.I. Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,"3. Harvesting, storage & processing",Damage to storage facilities,5,Moderate (10-30% loss in income),29.41176471,17,,,,,,,,,
KP,D.I. Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,"3. Harvesting, storage & processing",Increase in transportation costs,4,Moderate (10-30% loss in income),23.52941176,17,,,,,,,,,
KP,D.I. Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,"3. Harvesting, storage & processing",Farm to market roads damaged,3,Moderate (10-30% loss in income),17.64705882,17,,,,,,,,,
KP,D.I. Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,"3. Harvesting, storage & processing",Difficulty transporting live animals,1,Moderate (10-30% loss in income),5.882352941,17,,,,,,,,,
KP,D.I. Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,4. Marketing,Unable to fulfill orders,8,Moderate (10-30% loss in income),47.05882353,17,,,,,,,,,
KP,D.I. Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,4. Marketing,Lower quality produce/ doesn't meet standards,7,Moderate (10-30% loss in income),41.17647059,17,,,,,,,,,
KP,D.I. Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,4. Marketing,Unable to grow crops demanded by the market,6,Moderate (10-30% loss in income),35.29411765,17,,,,,,,,,
KP,D.I. Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,4. Marketing,Increased buying prices for produce,5,Moderate (10-30% loss in income),29.41176471,17,,,,,,,,,
KP,D.I. Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,4. Marketing,Products fetch low prices due to poor quality,5,Moderate (10-30% loss in income),29.41176471,17,,,,,,,,,
KP,D.I. Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,4. Marketing,Reduced access to market information,5,Moderate (10-30% loss in income),29.41176471,17,,,,,,,,,
KP,D.I. Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,4. Marketing,Unpredictability of supply,5,Moderate (10-30% loss in income),29.41176471,17,,,,,,,,,
KP,D.I. Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,4. Marketing,Low level of value addition,4,Moderate (10-30% loss in income),23.52941176,17,,,,,,,,,
KP,D.I. Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,4. Marketing,High costs to reach markets,3,Moderate (10-30% loss in income),17.64705882,17,,,,,,,,,
KP,D.I. Khan,Sugarcane,Drought (Low rainfall + Low irrigation water supply,4. Marketing,Farm to market roads damaged,1,Moderate (10-30% loss in income),5.882352941,17,,,,,,,,,
KP,D.I. Khan,Sugarcane,Heat stress,1. Input,Damage to nurseries/input store,5,Moderate (10-30% loss in income),55.55555556,9,,,,,,,,,
KP,D.I. Khan,Sugarcane,Heat stress,1. Input,Reduced access to extension services,5,Moderate (10-30% loss in income),55.55555556,9,,,,,,,,,
KP,D.I. Khan,Sugarcane,Heat stress,1. Input,Excess demand for new/improved/tolerant varieties,4,Moderate (10-30% loss in income),44.44444444,9,,,,,,,,,
KP,D.I. Khan,Sugarcane,Heat stress,1. Input,Increased price of inputs,4,Moderate (10-30% loss in income),44.44444444,9,,,,,,,,,
KP,D.I. Khan,Sugarcane,Heat stress,1. Input,Poor quality seed,4,Moderate (10-30% loss in income),44.44444444,9,,,,,,,,,
KP,D.I. Khan,Sugarcane,Heat stress,1. Input,Difficulty accessing loans (banks not ending),2,Moderate (10-30% loss in income),22.22222222,9,,,,,,,,,
KP,D.I. Khan,Sugarcane,Heat stress,1. Input,Reduced demand for service providers,2,Moderate (10-30% loss in income),22.22222222,9,,,,,,,,,
KP,D.I. Khan,Sugarcane,Heat stress,1. Input,"Trouble accessing inputs (fertilizer, pesticides, seeds, feeds)",2,Moderate (10-30% loss in income),22.22222222,9,,,,,,,,,
KP,D.I. Khan,Sugarcane,Heat stress,1. Input,Increase in the number of insurance claims,1,Moderate (10-30% loss in income),11.11111111,9,,,,,,,,,
KP,D.I. Khan,Sugarcane,Heat stress,1. Input,NA,1,Moderate (10-30% loss in income),11.11111111,9,,,,,,,,,
KP,D.I. Khan,Sugarcane,Heat stress,1. Input,"Unmet demand for service providers (labour, machinery)",1,Moderate (10-30% loss in income),11.11111111,9,,,,,,,,,
KP,D.I. Khan,Sugarcane,Heat stress,2. On-farm,Loss of on-farm income,7,Moderate (10-30% loss in income),77.77777778,9,,,,,,,,,
KP,D.I. Khan,Sugarcane,Heat stress,2. On-farm,Crops don't germinate,5,Moderate (10-30% loss in income),55.55555556,9,,,,,,,,,
KP,D.I. Khan,Sugarcane,Heat stress,2. On-farm,Loss of alternative income sources,5,Moderate (10-30% loss in income),55.55555556,9,,,,,,,,,
KP,D.I. Khan,Sugarcane,Heat stress,2. On-farm,Crops/livestock die or are damaged causing low yields,4,Moderate (10-30% loss in income),44.44444444,9,,,,,,,,,
KP,D.I. Khan,Sugarcane,Heat stress,2. On-farm,Need to use more inputs,4,Moderate (10-30% loss in income),44.44444444,9,,,,,,,,,
KP,D.I. Khan,Sugarcane,Heat stress,2. On-farm,Erosion of topsoil,3,Moderate (10-30% loss in income),33.33333333,9,,,,,,,,,
KP,D.I. Khan,Sugarcane,Heat stress,2. On-farm,Extra labour & costs in land preparation,3,Moderate (10-30% loss in income),33.33333333,9,,,,,,,,,
KP,D.I. Khan,Sugarcane,Heat stress,2. On-farm,High incidence of pest and disease outbreaks,3,Moderate (10-30% loss in income),33.33333333,9,,,,,,,,,
KP,D.I. Khan,Sugarcane,Heat stress,2. On-farm,Damage to irrigation system,2,Moderate (10-30% loss in income),22.22222222,9,,,,,,,,,
KP,D.I. Khan,Sugarcane,Heat stress,2. On-farm,inputs washed away/leeching,2,Moderate (10-30% loss in income),22.22222222,9,,,,,,,,,
KP,D.I. Khan,Sugarcane,Heat stress,2. On-farm,Reduced water availability,2,Moderate (10-30% loss in income),22.22222222,9,,,,,,,,,
KP,D.I. Khan,Sugarcane,Heat stress,2. On-farm,"Increased requirement for mechanisation (ploughs, mechanised weeders)",1,Moderate (10-30% loss in income),11.11111111,9,,,,,,,,,
KP,D.I. Khan,Sugarcane,Heat stress,2. On-farm,More weeds,1,Moderate (10-30% loss in income),11.11111111,9,,,,,,,,,
KP,D.I. Khan,Sugarcane,Heat stress,2. On-farm,NA,1,Moderate (10-30% loss in income),11.11111111,9,,,,,,,,,
KP,D.I. Khan,Sugarcane,Heat stress,2. On-farm,Trouble accessing hired labour,1,Moderate (10-30% loss in income),11.11111111,9,,,,,,,,,
KP,D.I. Khan,Sugarcane,Heat stress,"3. Harvesting, storage & processing",Difficulty procuring materials for processing,7,Moderate (10-30% loss in income),77.77777778,9,,,,,,,,,
KP,D.I. Khan,Sugarcane,Heat stress,"3. Harvesting, storage & processing",Increase in post-harvest losses,5,Moderate (10-30% loss in income),55.55555556,9,,,,,,,,,
KP,D.I. Khan,Sugarcane,Heat stress,"3. Harvesting, storage & processing",Low quality produce for processing,5,Moderate (10-30% loss in income),55.55555556,9,,,,,,,,,
KP,D.I. Khan,Sugarcane,Heat stress,"3. Harvesting, storage & processing",Need for more processing/ increased processing costs,4,Moderate (10-30% loss in income),44.44444444,9,,,,,,,,,
KP,D.I. Khan,Sugarcane,Heat stress,"3. Harvesting, storage & processing",Farm to market roads damaged,3,Moderate (10-30% loss in income),33.33333333,9,,,,,,,,,
KP,D.I. Khan,Sugarcane,Heat stress,"3. Harvesting, storage & processing",Increase in transportation costs,3,Moderate (10-30% loss in income),33.33333333,9,,,,,,,,,
KP,D.I. Khan,Sugarcane,Heat stress,"3. Harvesting, storage & processing",Processing delayed/disrupted,3,Moderate (10-30% loss in income),33.33333333,9,,,,,,,,,
KP,D.I. Khan,Sugarcane,Heat stress,"3. Harvesting, storage & processing",Increased storage costs,2,Moderate (10-30% loss in income),22.22222222,9,,,,,,,,,
KP,D.I. Khan,Sugarcane,Heat stress,"3. Harvesting, storage & processing",Damage to storage facilities,1,Moderate (10-30% loss in income),11.11111111,9,,,,,,,,,
KP,D.I. Khan,Sugarcane,Heat stress,4. Marketing,Lower quality produce/ doesn't meet standards,6,Moderate (10-30% loss in income),66.66666667,9,,,,,,,,,
KP,D.I. Khan,Sugarcane,Heat stress,4. Marketing,Unable to fulfill orders,6,Moderate (10-30% loss in income),66.66666667,9,,,,,,,,,
KP,D.I. Khan,Sugarcane,Heat stress,4. Marketing,Increased buying prices for produce,5,Moderate (10-30% loss in income),55.55555556,9,,,,,,,,,
KP,D.I. Khan,Sugarcane,Heat stress,4. Marketing,Reduced access to market information,4,Moderate (10-30% loss in income),44.44444444,9,,,,,,,,,
KP,D.I. Khan,Sugarcane,Heat stress,4. Marketing,Low level of value addition,3,Moderate (10-30% loss in income),33.33333333,9,,,,,,,,,
KP,D.I. Khan,Sugarcane,Heat stress,4. Marketing,High costs to reach markets,2,Moderate (10-30% loss in income),22.22222222,9,,,,,,,,,
KP,D.I. Khan,Sugarcane,Heat stress,4. Marketing,Products fetch low prices due to poor quality,2,Moderate (10-30% loss in income),22.22222222,9,,,,,,,,,
KP,D.I. Khan,Sugarcane,Heat stress,4. Marketing,Unpredictability of supply,2,Moderate (10-30% loss in income),22.22222222,9,,,,,,,,,
KP,D.I. Khan,Sugarcane,Heat stress,4. Marketing,Farm to market roads damaged,1,Moderate (10-30% loss in income),11.11111111,9,,,,,,,,,
KP,D.I. Khan,Sugarcane,Heat stress,4. Marketing,Unable to grow crops demanded by the market,1,Moderate (10-30% loss in income),11.11111111,9,,,,,,,,,
KP,D.I. Khan,Wheat,Disease outbreak (Plant & Livestock),1. Input,Poor quality seed,4,Moderate (10-30% loss in income),80,5,,,,,,,,,
KP,D.I. Khan,Wheat,Disease outbreak (Plant & Livestock),1. Input,Damage to nurseries/input store,3,Moderate (10-30% loss in income),60,5,,,,,,,,,
KP,D.I. Khan,Wheat,Disease outbreak (Plant & Livestock),1. Input,Increased price of inputs,3,Moderate (10-30% loss in income),60,5,,,,,,,,,
KP,D.I. Khan,Wheat,Disease outbreak (Plant & Livestock),1. Input,Excess demand for new/improved/tolerant varieties,2,Moderate (10-30% loss in income),40,5,,,,,,,,,
KP,D.I. Khan,Wheat,Disease outbreak (Plant & Livestock),1. Input,Reduced access to extension services,2,Moderate (10-30% loss in income),40,5,,,,,,,,,
KP,D.I. Khan,Wheat,Disease outbreak (Plant & Livestock),1. Input,Farmers unable to repay loans,1,Moderate (10-30% loss in income),20,5,,,,,,,,,
KP,D.I. Khan,Wheat,Disease outbreak (Plant & Livestock),1. Input,NA,1,Moderate (10-30% loss in income),20,5,,,,,,,,,
KP,D.I. Khan,Wheat,Disease outbreak (Plant & Livestock),1. Input,Reduced sales of inputs,1,Moderate (10-30% loss in income),20,5,,,,,,,,,
KP,D.I. Khan,Wheat,Disease outbreak (Plant & Livestock),2. On-farm,Crops don't germinate,3,Moderate (10-30% loss in income),60,5,,,,,,,,,
KP,D.I. Khan,Wheat,Disease outbreak (Plant & Livestock),2. On-farm,Loss of alternative income sources,3,Moderate (10-30% loss in income),60,5,,,,,,,,,
KP,D.I. Khan,Wheat,Disease outbreak (Plant & Livestock),2. On-farm,Loss of on-farm income,3,Moderate (10-30% loss in income),60,5,,,,,,,,,
KP,D.I. Khan,Wheat,Disease outbreak (Plant & Livestock),2. On-farm,Need to use more inputs,3,Moderate (10-30% loss in income),60,5,,,,,,,,,
KP,D.I. Khan,Wheat,Disease outbreak (Plant & Livestock),2. On-farm,Crops/livestock die or are damaged causing low yields,2,Moderate (10-30% loss in income),40,5,,,,,,,,,
KP,D.I. Khan,Wheat,Disease outbreak (Plant & Livestock),2. On-farm,Erosion of topsoil,2,Moderate (10-30% loss in income),40,5,,,,,,,,,
KP,D.I. Khan,Wheat,Disease outbreak (Plant & Livestock),2. On-farm,inputs washed away/leeching,2,Moderate (10-30% loss in income),40,5,,,,,,,,,
KP,D.I. Khan,Wheat,Disease outbreak (Plant & Livestock),2. On-farm,Damage to irrigation system,1,Moderate (10-30% loss in income),20,5,,,,,,,,,
KP,D.I. Khan,Wheat,Disease outbreak (Plant & Livestock),2. On-farm,"Increased requirement for mechanisation (ploughs, mechanised weeders)",1,Moderate (10-30% loss in income),20,5,,,,,,,,,
KP,D.I. Khan,Wheat,Disease outbreak (Plant & Livestock),2. On-farm,More weeds,1,Moderate (10-30% loss in income),20,5,,,,,,,,,
KP,D.I. Khan,Wheat,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Difficulty procuring materials for processing,3,Moderate (10-30% loss in income),60,5,,,,,,,,,
KP,D.I. Khan,Wheat,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Increased storage costs,3,Moderate (10-30% loss in income),60,5,,,,,,,,,
KP,D.I. Khan,Wheat,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Need for more processing/ increased processing costs,3,Moderate (10-30% loss in income),60,5,,,,,,,,,
KP,D.I. Khan,Wheat,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Increase in post-harvest losses,2,Moderate (10-30% loss in income),40,5,,,,,,,,,
KP,D.I. Khan,Wheat,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Damage to storage facilities,1,Moderate (10-30% loss in income),20,5,,,,,,,,,
KP,D.I. Khan,Wheat,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Farm to market roads damaged,1,Moderate (10-30% loss in income),20,5,,,,,,,,,
KP,D.I. Khan,Wheat,Disease outbreak (Plant & Livestock),"3. Harvesting, storage & processing",Low quality produce for processing,1,Moderate (10-30% loss in income),20,5,,,,,,,,,
KP,D.I. Khan,Wheat,Disease outbreak (Plant & Livestock),4. Marketing,Lower quality produce/ doesn't meet standards,4,Moderate (10-30% loss in income),80,5,,,,,,,,,
KP,D.I. Khan,Wheat,Disease outbreak (Plant & Livestock),4. Marketing,Increased buying prices for produce,3,Moderate (10-30% loss in income),60,5,,,,,,,,,
KP,D.I. Khan,Wheat,Disease outbreak (Plant & Livestock),4. Marketing,Products fetch low prices due to poor quality,2,Moderate (10-30% loss in income),40,5,,,,,,,,,
KP,D.I. Khan,Wheat,Disease outbreak (Plant & Livestock),4. Marketing,Unable to fulfill orders,2,Moderate (10-30% loss in income),40,5,,,,,,,,,
KP,D.I. Khan,Wheat,Disease outbreak (Plant & Livestock),4. Marketing,Low level of value addition,1,Moderate (10-30% loss in income),20,5,,,,,,,,,
KP,D.I. Khan,Wheat,Disease outbreak (Plant & Livestock),4. Marketing,Reduced access to market information,1,Moderate (10-30% loss in income),20,5,,,,,,,,,
KP,D.I. Khan,Wheat,Disease outbreak (Plant & Livestock),4. Marketing,Unable to grow crops demanded by the market,1,Moderate (10-30% loss in income),20,5,,,,,,,,,
KP,D.I. Khan,Wheat,Disease outbreak (Plant & Livestock),4. Marketing,Unpredictability of supply,1,Moderate (10-30% loss in income),20,5,,,,,,,,,
KP,D.I. Khan,Wheat,Drought (Low rainfall + Low irrigation water supply,1. Input,Excess demand for new/improved/tolerant varieties,4,Major (30-50% loss in income),57.14285714,7,,,,,,,,,
KP,D.I. Khan,Wheat,Drought (Low rainfall + Low irrigation water supply,1. Input,Increased demand for irrigation infrastructure materials,4,Major (30-50% loss in income),57.14285714,7,,,,,,,,,
KP,D.I. Khan,Wheat,Drought (Low rainfall + Low irrigation water supply,1. Input,Increased price of inputs,4,Major (30-50% loss in income),57.14285714,7,,,,,,,,,
KP,D.I. Khan,Wheat,Drought (Low rainfall + Low irrigation water supply,1. Input,Poor quality seed,4,Major (30-50% loss in income),57.14285714,7,,,,,,,,,
KP,D.I. Khan,Wheat,Drought (Low rainfall + Low irrigation water supply,1. Input,"Trouble accessing inputs (fertilizer, pesticides, seeds, feeds)",4,Major (30-50% loss in income),57.14285714,7,,,,,,,,,
KP,D.I. Khan,Wheat,Drought (Low rainfall + Low irrigation water supply,1. Input,Damage to nurseries/input store,1,Major (30-50% loss in income),14.28571429,7,,,,,,,,,
KP,D.I. Khan,Wheat,Drought (Low rainfall + Low irrigation water supply,1. Input,Difficulty accessing loans (banks not ending),1,Major (30-50% loss in income),14.28571429,7,,,,,,,,,
KP,D.I. Khan,Wheat,Drought (Low rainfall + Low irrigation water supply,1. Input,Farmers unable to repay loans,1,Major (30-50% loss in income),14.28571429,7,,,,,,,,,
KP,D.I. Khan,Wheat,Drought (Low rainfall + Low irrigation water supply,1. Input,Reduced sales of inputs,1,Major (30-50% loss in income),14.28571429,7,,,,,,,,,
KP,D.I. Khan,Wheat,Drought (Low rainfall + Low irrigation water supply,1. Input,"Unmet demand for service providers (labour, machinery)",1,Major (30-50% loss in income),14.28571429,7,,,,,,,,,
KP,D.I. Khan,Wheat,Drought (Low rainfall + Low irrigation water supply,2. On-farm,"Increased requirement for mechanisation (ploughs, mechanised weeders)",5,Major (30-50% loss in income),71.42857143,7,,,,,,,,,
KP,D.I. Khan,Wheat,Drought (Low rainfall + Low irrigation water supply,2. On-farm,Extra labour & costs in land preparation,4,Major (30-50% loss in income),57.14285714,7,,,,,,,,,
KP,D.I. Khan,Wheat,Drought (Low rainfall + Low irrigation water supply,2. On-farm,Loss of on-farm income,4,Major (30-50% loss in income),57.14285714,7,,,,,,,,,
KP,D.I. Khan,Wheat,Drought (Low rainfall + Low irrigation water supply,2. On-farm,More weeds,4,Major (30-50% loss in income),57.14285714,7,,,,,,,,,
KP,D.I. Khan,Wheat,Drought (Low rainfall + Low irrigation water supply,2. On-farm,Damage to irrigation system,3,Major (30-50% loss in income),42.85714286,7,,,,,,,,,
KP,D.I. Khan,Wheat,Drought (Low rainfall + Low irrigation water supply,2. On-farm,High incidence of pest and disease outbreaks,3,Major (30-50% loss in income),42.85714286,7,,,,,,,,,
KP,D.I. Khan,Wheat,Drought (Low rainfall + Low irrigation water supply,2. On-farm,Need to use more inputs,3,Major (30-50% loss in income),42.85714286,7,,,,,,,,,
KP,D.I. Khan,Wheat,Drought (Low rainfall + Low irrigation water supply,2. On-farm,Reduced water availability,3,Major (30-50% loss in income),42.85714286,7,,,,,,,,,
KP,D.I. Khan,Wheat,Drought (Low rainfall + Low irrigation water supply,2. On-farm,Loss of alternative income sources,2,Major (30-50% loss in income),28.57142857,7,,,,,,,,,
KP,D.I. Khan,Wheat,Drought (Low rainfall + Low irrigation water supply,2. On-farm,Crops don't germinate,1,Major (30-50% loss in income),14.28571429,7,,,,,,,,,
KP,D.I. Khan,Wheat,Drought (Low rainfall + Low irrigation water supply,2. On-farm,"Delayed planting/ uncertainty in planning farm operations (planting, maintenance & harvesting)",1,Major (30-50% loss in income),14.28571429,7,,,,,,,,,
KP,D.I. Khan,Wheat,Drought (Low rainfall + Low irrigation water supply,2. On-farm,Increased vaccination & deworming,1,Major (30-50% loss in income),14.28571429,7,,,,,,,,,
KP,D.I. Khan,Wheat,Drought (Low rainfall + Low irrigation water supply,2. On-farm,Trouble accessing hired labour,1,Major (30-50% loss in income),14.28571429,7,,,,,,,,,
