Province,District,Village,Crop_livestock,Coverage,Month,Value,Management Practices,Comments
KP,D.I. Khan,Thattal,Sugarcane,NA,Apr,Growing,Fertiliser application and Irrigation,
KP,D.I. Khan,Thattal,Sugarcane,NA,May,Growing,Fertiliser application and Irrigation,
KP,D.I. Khan,Thattal,Sugarcane,NA,Jun,Growing,Fertiliser application and Irrigation,
KP,D.I. Khan,Thattal,Sugarcane,NA,Jul,Planting,Land preparation,
KP,D.I. Khan,Thattal,Sugarcane,NA,Aug,Planting,Land preparation,
KP,D.I. Khan,Thattal,Sugarcane,NA,Sep,Planting and Growing,"Planting, Fertiliser application, Pest management and Irrigation",
KP,D.I. Khan,Thattal,Sugarcane,NA,Oct,Planting and Growing,"Planting, Fertiliser application, Pest management and Irrigation",
KP,D.I. Khan,Thattal,Sugarcane,NA,Nov,Growing and Harvesting,"Fertiliser application, Irrigation and Harvesting",
KP,D.I. Khan,Thattal,Sugarcane,NA,Dec,Planting and Growing,"Land preparation, Herbicide application, Fertiliser application and Irrigation",
KP,D.I. Khan,Thattal,Vegetables,NA,Jan,Planting/ Growing/ Harvesting,"Land preparation, Fertiliser application, Pest management, Irrigation and Harvesting",
KP,D.I. Khan,Thattal,Vegetables,NA,Feb,Growing,"Fertiliser application, Pest management and Irrigation",
KP,D.I. Khan,Thattal,Vegetables,NA,Mar,Growing/ Harvesting,"Fertiliser application, Irrigation and Harvesting",
KP,D.I. Khan,Thattal,Vegetables,NA,Apr,Growing/ Harvesting,"Fertiliser application, Irrigation and Harvesting",
KP,D.I. Khan,Thattal,Vegetables,NA,May,Growing/ Harvesting,"Fertiliser application, Irrigation and Harvesting",
KP,D.I. Khan,Thattal,Vegetables,NA,Jun,Growing/ Harvesting,"Fertiliser application, Irrigation and Harvesting",
KP,D.I. Khan,Thattal,Vegetables,NA,Jul,,,
KP,D.I. Khan,Thattal,Vegetables,NA,Aug,,,
KP,D.I. Khan,Thattal,Vegetables,NA,Sep,,,
KP,D.I. Khan,Thattal,Vegetables,NA,Oct,Planting,Land preparation,
KP,D.I. Khan,Thattal,Vegetables,NA,Nov,Planting,Planting,
KP,D.I. Khan,Thattal,Vegetables,NA,Dec,Growing,Howing and Fertiliser application,
Punjab,Muzaffargarh,Basti Arain,Wheat,NA,Jan,Growing,"Weed management, Fertiliser application and Irrigation",
Punjab,Muzaffargarh,Basti Arain,Wheat,NA,Feb,Growing,Fertiliser application and Irrigation,
Punjab,Muzaffargarh,Basti Arain,Wheat,NA,Mar,Growing,Fertiliser application and Irrigation,
Punjab,Muzaffargarh,Basti Arain,Wheat,NA,Apr,Harvesting,Harvesting,
Punjab,Muzaffargarh,Basti Arain,Wheat,NA,May,Harvesting,Harvesting,
Punjab,Muzaffargarh,Basti Arain,Wheat,NA,Jun,,,
Punjab,Muzaffargarh,Basti Arain,Wheat,NA,Jul,,,
Punjab,Muzaffargarh,Basti Arain,Wheat,NA,Aug,,,
Punjab,Muzaffargarh,Basti Arain,Wheat,NA,Sep,,,
Punjab,Muzaffargarh,Basti Arain,Wheat,NA,Oct,,,
Punjab,Muzaffargarh,Basti Arain,Wheat,NA,Nov,Planting,"Land preparation, Seedling preparation, Fertiliser application and Irrigation",
Punjab,Muzaffargarh,Basti Arain,Wheat,NA,Dec,Growing,"Weed management, Fertiliser application and Irrigation",
Punjab,Muzaffargarh,Basti Arain,Cotton,NA,Jan,,,
Punjab,Muzaffargarh,Basti Arain,Cotton,NA,Feb,,,
Punjab,Muzaffargarh,Basti Arain,Cotton,NA,Mar,,,
Punjab,Muzaffargarh,Basti Arain,Cotton,NA,Apr,,,
Punjab,Muzaffargarh,Basti Arain,Cotton,NA,May,Planting,"Land preparation, Irrigation",
Punjab,Muzaffargarh,Basti Arain,Cotton,NA,Jun,Planting,"Planting, Fertiliser application and Irrigation",
Punjab,Muzaffargarh,Basti Arain,Cotton,NA,Jul,Growing,"Pest & Weed management, and irrigation",
Punjab,Muzaffargarh,Basti Arain,Cotton,NA,Aug,Growing,Pesticide application and Irrigation,
Punjab,Muzaffargarh,Basti Arain,Cotton,NA,Sep,Harvesting,Harvesting,
Punjab,Muzaffargarh,Basti Arain,Cotton,NA,Oct,,,
Punjab,Muzaffargarh,Basti Arain,Cotton,NA,Nov,,,
Punjab,Muzaffargarh,Basti Arain,Cotton,NA,Dec,,,
Punjab,Muzaffargarh,Basti Arain,Rice,NA,Jan,,,
Punjab,Muzaffargarh,Basti Arain,Rice,NA,Feb,,,
Punjab,Muzaffargarh,Basti Arain,Rice,NA,Mar,,,
Punjab,Muzaffargarh,Basti Arain,Rice,NA,Apr,,,
Punjab,Muzaffargarh,Basti Arain,Rice,NA,May,Planting,Land preparation and Planting,
Punjab,Muzaffargarh,Basti Arain,Rice,NA,Jun,Planting,Sowing and Irrigation,
Punjab,Muzaffargarh,Basti Arain,Rice,NA,Jul,Growing,Pest management and Irrigation,
Punjab,Muzaffargarh,Basti Arain,Rice,NA,Aug,Growing,Pest management and Irrigation,
Punjab,Muzaffargarh,Basti Arain,Rice,NA,Sep,Growing,Pest management and Irrigation,
Punjab,Muzaffargarh,Basti Arain,Rice,NA,Oct,Harvesting,Harvesting,
Punjab,Muzaffargarh,Basti Arain,Rice,NA,Nov,,,
Punjab,Muzaffargarh,Basti Arain,Rice,NA,Dec,,,
Punjab,Muzaffargarh,Basti Arain,Sugarcane,NA,Jan,Planting,"Land preparation, Planting and Fertiliser application",
Punjab,Muzaffargarh,Basti Arain,Sugarcane,NA,Feb,Growing,Weed management and Irrigation,
Punjab,Muzaffargarh,Basti Arain,Sugarcane,NA,Mar,Growing,"Weed management, Fertiliser application and Irrigation",
Punjab,Muzaffargarh,Basti Arain,Sugarcane,NA,Apr,Growing,Weed management and Irrigation,
Punjab,Muzaffargarh,Basti Arain,Sugarcane,NA,May,Growing,"Weed management, Fertiliser application and Irrigation",
Punjab,Muzaffargarh,Basti Arain,Sugarcane,NA,Jun,Growing,"Pest management, Fertiliser application and Irrigation",
Punjab,Muzaffargarh,Basti Arain,Sugarcane,NA,Jul,Growing,Irrigation,
Punjab,Muzaffargarh,Basti Arain,Sugarcane,NA,Aug,Growing,Irrigation,
Punjab,Muzaffargarh,Basti Arain,Sugarcane,NA,Sep,Growing,Irrigation,
Punjab,Muzaffargarh,Basti Arain,Sugarcane,NA,Oct,Growing,,
Punjab,Muzaffargarh,Basti Arain,Sugarcane,NA,Nov,Harvesting,Harvesting,
Punjab,Muzaffargarh,Basti Arain,Sugarcane,NA,Dec,,,
Punjab,Muzaffargarh,Basti Talib Hussain,Wheat,NA,Jan,Growing,"Weed mangement, Fertiliser application and Irrigation",
Punjab,Muzaffargarh,Basti Talib Hussain,Wheat,NA,Feb,Growing,Fertiliser application and Irrigation,
Punjab,Muzaffargarh,Basti Talib Hussain,Wheat,NA,Mar,Growing,Fertiliser application and Irrigation,
Punjab,Muzaffargarh,Basti Talib Hussain,Wheat,NA,Apr,Harvesting,Harvesting,
Punjab,Muzaffargarh,Basti Talib Hussain,Wheat,NA,May,Harvesting,Harvesting,
Punjab,Muzaffargarh,Basti Talib Hussain,Wheat,NA,Jun,,,
Punjab,Muzaffargarh,Basti Talib Hussain,Wheat,NA,Jul,,,
Punjab,Muzaffargarh,Basti Talib Hussain,Wheat,NA,Aug,,,
Punjab,Muzaffargarh,Basti Talib Hussain,Wheat,NA,Sep,,,
Punjab,Muzaffargarh,Basti Talib Hussain,Wheat,NA,Oct,,,
Punjab,Muzaffargarh,Basti Talib Hussain,Wheat,NA,Nov,Planting,"Land preparation, Seedling preparation, Fertiliser application and Irrigation",
Punjab,Muzaffargarh,Basti Talib Hussain,Wheat,NA,Dec,Growing,"Weed management, Fertiliser application and Irrigation",
Punjab,Muzaffargarh,Basti Talib Hussain,Cotton,NA,Jan,,,
Punjab,Muzaffargarh,Basti Talib Hussain,Cotton,NA,Feb,,,
Punjab,Muzaffargarh,Basti Talib Hussain,Cotton,NA,Mar,,,
Punjab,Muzaffargarh,Basti Talib Hussain,Cotton,NA,Apr,,,
Punjab,Muzaffargarh,Basti Talib Hussain,Cotton,NA,May,Planting,Land preparation and Irrigation,
Punjab,Muzaffargarh,Basti Talib Hussain,Cotton,NA,Jun,Planting and Growing,"Planting, fertiliser application and Irrigation",
Punjab,Muzaffargarh,Basti Talib Hussain,Cotton,NA,Jul,Growing,"Pest and Weed management, and Irrigation",
Punjab,Muzaffargarh,Basti Talib Hussain,Cotton,NA,Aug,Growing,Pesticide application and Irrigation,
Punjab,Muzaffargarh,Basti Talib Hussain,Cotton,NA,Sep,Harvesting,Harvesting,
Punjab,Muzaffargarh,Basti Talib Hussain,Cotton,NA,Oct,,,
Punjab,Muzaffargarh,Basti Talib Hussain,Cotton,NA,Nov,,,
Punjab,Muzaffargarh,Basti Talib Hussain,Cotton,NA,Dec,,,
Punjab,Muzaffargarh,Basti Talib Hussain,Rice,NA,Jan,,,
Punjab,Muzaffargarh,Basti Talib Hussain,Rice,NA,Feb,,,
Punjab,Muzaffargarh,Basti Talib Hussain,Rice,NA,Mar,,,
Punjab,Muzaffargarh,Basti Talib Hussain,Rice,NA,Apr,,,
Punjab,Muzaffargarh,Basti Talib Hussain,Rice,NA,May,Planting,Land preparation and Planting,
Punjab,Muzaffargarh,Basti Talib Hussain,Rice,NA,Jun,Growing,Sowing and Irrigation,
Punjab,Muzaffargarh,Basti Talib Hussain,Rice,NA,Jul,Growing,Pest management and Irrigation,
Punjab,Muzaffargarh,Basti Talib Hussain,Rice,NA,Aug,Growing,Pest management and Irrigation,
Punjab,Muzaffargarh,Basti Talib Hussain,Rice,NA,Sep,Growing,Pest management and Irrigation,
Punjab,Muzaffargarh,Basti Talib Hussain,Rice,NA,Oct,Harvesting,Harvesting,
Punjab,Muzaffargarh,Basti Talib Hussain,Rice,NA,Nov,,,
Punjab,Muzaffargarh,Basti Talib Hussain,Rice,NA,Dec,,,
Punjab,Muzaffargarh,Basti Talib Hussain,Sugarcane,NA,Jan,Planting,"Land preparation, Planting and Fertiliser application",
Punjab,Muzaffargarh,Basti Talib Hussain,Sugarcane,NA,Feb,Growing,Weed management and Irrigation,
Punjab,Muzaffargarh,Basti Talib Hussain,Sugarcane,NA,Mar,Growing,"Weed management, Fertiliser application and Irrigation",
Punjab,Muzaffargarh,Basti Talib Hussain,Sugarcane,NA,Apr,Growing,Weed management and Irrigation,
Punjab,Muzaffargarh,Basti Talib Hussain,Sugarcane,NA,May,Growing,"Weed management, Fertiliser application and Irrigation",
Punjab,Muzaffargarh,Basti Talib Hussain,Sugarcane,NA,Jun,Growing,"Pest management, Fertiliser application and Irrigation",
Punjab,Muzaffargarh,Basti Talib Hussain,Sugarcane,NA,Jul,Growing,Irrigation,
Punjab,Muzaffargarh,Basti Talib Hussain,Sugarcane,NA,Aug,Growing,Irrigation,
Punjab,Muzaffargarh,Basti Talib Hussain,Sugarcane,NA,Sep,Growing,Irrigation,
Punjab,Muzaffargarh,Basti Talib Hussain,Sugarcane,NA,Oct,,,
Punjab,Muzaffargarh,Basti Talib Hussain,Sugarcane,NA,Nov,Harvesting,Harvesting,
Punjab,Muzaffargarh,Basti Talib Hussain,Sugarcane,NA,Dec,,,
Punjab,Muzaffargarh,Basti Kotla,Wheat,NA,Jan,Growing,"Weed management, Fertiliser application and Irrigation",
Punjab,Muzaffargarh,Basti Kotla,Wheat,NA,Feb,Growing,Fertiliser application and Irrigation,
Punjab,Muzaffargarh,Basti Kotla,Wheat,NA,Mar,Growing,Fertiliser application and Irrigation,
Punjab,Muzaffargarh,Basti Kotla,Wheat,NA,Apr,Harvesting,Harvesting,
Punjab,Muzaffargarh,Basti Kotla,Wheat,NA,May,Harvesting,Harvesting,
Punjab,Muzaffargarh,Basti Kotla,Wheat,NA,Jun,,,
Punjab,Muzaffargarh,Basti Kotla,Wheat,NA,Jul,,,
Punjab,Muzaffargarh,Basti Kotla,Wheat,NA,Aug,,,
Punjab,Muzaffargarh,Basti Kotla,Wheat,NA,Sep,,,
Punjab,Muzaffargarh,Basti Kotla,Wheat,NA,Oct,,,
Punjab,Muzaffargarh,Basti Kotla,Wheat,NA,Nov,Planting,"Land preparation, Seedling preparation, Fertiliser application, and Irrigation",
Punjab,Muzaffargarh,Basti Kotla,Wheat,NA,Dec,Growing,"Weed management, Fertiliser application and Irrigation",
Punjab,Muzaffargarh,Basti Kotla,Cotton,NA,Jan,,,
Punjab,Muzaffargarh,Basti Kotla,Cotton,NA,Feb,,,
Punjab,Muzaffargarh,Basti Kotla,Cotton,NA,Mar,,,
Punjab,Muzaffargarh,Basti Kotla,Cotton,NA,Apr,,,
Punjab,Muzaffargarh,Basti Kotla,Cotton,NA,May,Planting,Land preparation and Irrigation,
Punjab,Muzaffargarh,Basti Kotla,Cotton,NA,Jun,Growing,"Planting, fertiliser application and Irrigation",
Punjab,Muzaffargarh,Basti Kotla,Cotton,NA,Jul,Growing,"Pest and Weed management, and Irrigation",
Punjab,Muzaffargarh,Basti Kotla,Cotton,NA,Aug,Growing,Pesticide application and Irrigation,
Punjab,Muzaffargarh,Basti Kotla,Cotton,NA,Sep,Harvesting,Harvesting,
Punjab,Muzaffargarh,Basti Kotla,Cotton,NA,Oct,,,
Punjab,Muzaffargarh,Basti Kotla,Cotton,NA,Nov,,,
Punjab,Muzaffargarh,Basti Kotla,Cotton,NA,Dec,,,
Punjab,Rajanpur,Bhatti,Wheat,NA,Jan,Growing,"Pesticide application, Fertiliser application and Irrigation",
Punjab,Rajanpur,Bhatti,Wheat,NA,Feb,Growing,"Pesticide application, Fertiliser application and Irrigation",
Punjab,Rajanpur,Bhatti,Wheat,NA,Mar,Growing,Irrigation,
Punjab,Rajanpur,Bhatti,Wheat,NA,Apr,Harvesting,Harvesting,
Punjab,Rajanpur,Bhatti,Wheat,NA,May,,,
Punjab,Rajanpur,Bhatti,Wheat,NA,Jun,,,
Punjab,Rajanpur,Bhatti,Wheat,NA,Jul,,,
Punjab,Rajanpur,Bhatti,Wheat,NA,Aug,,,
Punjab,Rajanpur,Bhatti,Wheat,NA,Sep,,,
Punjab,Rajanpur,Bhatti,Wheat,NA,Oct,Planting,Land preparation and Fertiliser application,
Punjab,Rajanpur,Bhatti,Wheat,NA,Nov,Planting,Planting,
Punjab,Rajanpur,Bhatti,Wheat,NA,Dec,Growing,"Weed management, Fertiliser application and Irrigation",
Punjab,Rajanpur,Bhatti,Cotton,NA,Jan,,,
Punjab,Rajanpur,Bhatti,Cotton,NA,Feb,,,
Punjab,Rajanpur,Bhatti,Cotton,NA,Mar,,,
Punjab,Rajanpur,Bhatti,Cotton,NA,Apr,Planting,Land preparation,
Punjab,Rajanpur,Bhatti,Cotton,NA,May,Planting,"Planting, Weed management and Irrigation",
Punjab,Rajanpur,Bhatti,Cotton,NA,Jun,Growing,"Weed management, Fertiliser application and Irrigation",
Punjab,Rajanpur,Bhatti,Cotton,NA,Jul,Growing,"Pesticide application, Fertiliser application, Weed management and Irrigation",
Punjab,Rajanpur,Bhatti,Cotton,NA,Aug,Growing,Pesticide application and Irrigation,
Punjab,Rajanpur,Bhatti,Cotton,NA,Sep,Harvesting,Harvesting,
Punjab,Rajanpur,Bhatti,Cotton,NA,Oct,,,
Punjab,Rajanpur,Bhatti,Cotton,NA,Nov,,,
Punjab,Rajanpur,Bhatti,Cotton,NA,Dec,,,
Punjab,Rajanpur,Bhatti,Rice,NA,Jan,,,
Punjab,Rajanpur,Bhatti,Rice,NA,Feb,,,
Punjab,Rajanpur,Bhatti,Rice,NA,Mar,,,
Punjab,Rajanpur,Bhatti,Rice,NA,Apr,,,
Punjab,Rajanpur,Bhatti,Rice,NA,May,Planting,Land preparation and Planting,
Punjab,Rajanpur,Bhatti,Rice,NA,Jun,Growing,Shifting and Irrigation,
Punjab,Rajanpur,Bhatti,Rice,NA,Jul,Growing,Pest management and Irrigation,
Punjab,Rajanpur,Bhatti,Rice,NA,Aug,Growing,Pest management and Irrigation,
Punjab,Rajanpur,Bhatti,Rice,NA,Sep,Growing,Pest management and Irrigation,
Punjab,Rajanpur,Bhatti,Rice,NA,Oct,Harvesting,Harvesting,
Punjab,Rajanpur,Bhatti,Rice,NA,Nov,,,
Punjab,Rajanpur,Bhatti,Rice,NA,Dec,,,
Punjab,Rajanpur,Bhatti,Sugarcane,NA,Jan,Planting,"Land preparation, Planting and Fertiliser application",
Punjab,Rajanpur,Bhatti,Sugarcane,NA,Feb,Growing,Weed management and Irrigation,
Punjab,Rajanpur,Bhatti,Sugarcane,NA,Mar,Growing,"Weed management, Fertiliser application and Irrigation",
Punjab,Rajanpur,Bhatti,Sugarcane,NA,Apr,Growing,Weed management and Irrigation,
Punjab,Rajanpur,Bhatti,Sugarcane,NA,May,Growing,"Pest management, Fertiliser application and Irrigation",
Punjab,Rajanpur,Bhatti,Sugarcane,NA,Jun,Growing,"Pest management, Fertiliser application and Irrigation",
Punjab,Rajanpur,Bhatti,Sugarcane,NA,Jul,Growing,Irrigation,
Punjab,Rajanpur,Bhatti,Sugarcane,NA,Aug,Growing,Irrigation,
Punjab,Rajanpur,Bhatti,Sugarcane,NA,Sep,Growing,Irrigation,
Punjab,Rajanpur,Bhatti,Sugarcane,NA,Oct,,,
Punjab,Rajanpur,Bhatti,Sugarcane,NA,Nov,Harvesting,Harvesting,
Punjab,Rajanpur,Bhatti,Sugarcane,NA,Dec,,,
Punjab,Rajanpur,Kotla Hazuri,Wheat,NA,Jan,Growing,Pesticide and Fertiliser application and Irrigation,
Punjab,Rajanpur,Kotla Hazuri,Wheat,NA,Feb,Growing,Fertiliser application and Irrigation,
Punjab,Rajanpur,Kotla Hazuri,Wheat,NA,Mar,Growing,Irrigation,
Punjab,Rajanpur,Kotla Hazuri,Wheat,NA,Apr,Harvesting,Harvesting,
Punjab,Rajanpur,Kotla Hazuri,Wheat,NA,May,,,
Punjab,Rajanpur,Kotla Hazuri,Wheat,NA,Jun,,,
Punjab,Rajanpur,Kotla Hazuri,Wheat,NA,Jul,,,
Punjab,Rajanpur,Kotla Hazuri,Wheat,NA,Aug,,,
Punjab,Rajanpur,Kotla Hazuri,Wheat,NA,Sep,,,
Punjab,Rajanpur,Kotla Hazuri,Wheat,NA,Oct,,,
Punjab,Rajanpur,Kotla Hazuri,Wheat,NA,Nov,Planting,"Land prepration, Planting and Fertiliser application",
Punjab,Rajanpur,Kotla Hazuri,Wheat,NA,Dec,Growing,"Weed management, Fertiliser application and Irrigation",
Punjab,Rajanpur,Kotla Hazuri,Cotton,NA,Jan,,,
Punjab,Rajanpur,Kotla Hazuri,Cotton,NA,Feb,,,
Punjab,Rajanpur,Kotla Hazuri,Cotton,NA,Mar,,,
Punjab,Rajanpur,Kotla Hazuri,Cotton,NA,Apr,Planting,Land preparation,
Punjab,Rajanpur,Kotla Hazuri,Cotton,NA,May,Planting and Growing,"Planting, Weed management, Fertiliser application and Irrigation",
Punjab,Rajanpur,Kotla Hazuri,Cotton,NA,Jun,Growing,"Howing, Fertiliser application and Irrigation",
Punjab,Rajanpur,Kotla Hazuri,Cotton,NA,Jul,Growing,"Pesticide and Fertiliser application, and Irrigation ",
Punjab,Rajanpur,Kotla Hazuri,Cotton,NA,Aug,Growing,Pesticide application and Irrigation,
Punjab,Rajanpur,Kotla Hazuri,Cotton,NA,Sep,Harvesting,Harvesting,
Punjab,Rajanpur,Kotla Hazuri,Cotton,NA,Oct,Harvesting,Harvesting,
Punjab,Rajanpur,Kotla Hazuri,Cotton,NA,Nov,,,
Punjab,Rajanpur,Kotla Hazuri,Cotton,NA,Dec,,,
Punjab,Rajanpur,Kotla Hazuri,Sugarcane,NA,Jan,Planting,Land preparation,
Punjab,Rajanpur,Kotla Hazuri,Sugarcane,NA,Feb,Planting,"Planting, Weed management and Fertiliser application",
Punjab,Rajanpur,Kotla Hazuri,Sugarcane,NA,Mar,Growing,"Weed management, Fertiliser application and Irrigation",
Punjab,Rajanpur,Kotla Hazuri,Sugarcane,NA,Apr,Growing,"Pest & Weed management, Fertiliser application and Irrigation",
Punjab,Rajanpur,Kotla Hazuri,Sugarcane,NA,May,Growing,"Pest management, Fertiliser application and Irrigation",
Punjab,Rajanpur,Kotla Hazuri,Sugarcane,NA,Jun,Growing,"Pest management, Fertiliser application and Irrigation",
Punjab,Rajanpur,Kotla Hazuri,Sugarcane,NA,Jul,Growing,"Pest management, Fertiliser application and Irrigation",
Punjab,Rajanpur,Kotla Hazuri,Sugarcane,NA,Aug,Growing,"Pest management, Fertiliser application and Irrigation",
Punjab,Rajanpur,Kotla Hazuri,Sugarcane,NA,Sep,Growing,Irrigation,
Punjab,Rajanpur,Kotla Hazuri,Sugarcane,NA,Oct,Growing,Irrigation,
Punjab,Rajanpur,Kotla Hazuri,Sugarcane,NA,Nov,Harvesting,Harvesting,
Punjab,Rajanpur,Kotla Hazuri,Sugarcane,NA,Dec,,,
Punjab,Rajanpur,Kotla Hazuri,Rice,NA,Jan,,,
Punjab,Rajanpur,Kotla Hazuri,Rice,NA,Feb,,,
Punjab,Rajanpur,Kotla Hazuri,Rice,NA,Mar,,,
Punjab,Rajanpur,Kotla Hazuri,Rice,NA,Apr,,,
Punjab,Rajanpur,Kotla Hazuri,Rice,NA,May,,,
Punjab,Rajanpur,Kotla Hazuri,Rice,NA,Jun,Planting,Land preparation,
Punjab,Rajanpur,Kotla Hazuri,Rice,NA,Jul,Planting and Growing,"Planting, Pesticide and Fertiliser application and Irrigation",
Punjab,Rajanpur,Kotla Hazuri,Rice,NA,Aug,Growing,"Weed management, Fertiliser application and Irrigation",
Punjab,Rajanpur,Kotla Hazuri,Rice,NA,Sep,Growing,"Pest management, Fertiliser application and Irrigation",
Punjab,Rajanpur,Kotla Hazuri,Rice,NA,Oct,Harvesting,Harvesting,
Punjab,Rajanpur,Kotla Hazuri,Rice,NA,Nov,,,
Punjab,Rajanpur,Kotla Hazuri,Rice,NA,Dec,,,
Punjab,Rajanpur,Thul Mingraj,Wheat,NA,Jan,Growing,Pesticide and Fertiliser application and Irrigation,
Punjab,Rajanpur,Thul Mingraj,Wheat,NA,Feb,Growing,Fertiliser application and Irrigation,
Punjab,Rajanpur,Thul Mingraj,Wheat,NA,Mar,Growing,Irrigation,
Punjab,Rajanpur,Thul Mingraj,Wheat,NA,Apr,Harvesting,Harvesting,
Punjab,Rajanpur,Thul Mingraj,Wheat,NA,May,,,
Punjab,Rajanpur,Thul Mingraj,Wheat,NA,Jun,,,
Punjab,Rajanpur,Thul Mingraj,Wheat,NA,Jul,,,
Punjab,Rajanpur,Thul Mingraj,Wheat,NA,Aug,,,
Punjab,Rajanpur,Thul Mingraj,Wheat,NA,Sep,,,
Punjab,Rajanpur,Thul Mingraj,Wheat,NA,Oct,,,
Punjab,Rajanpur,Thul Mingraj,Wheat,NA,Nov,Planting,"Land preparation, Planting and Fertiliser application",
Punjab,Rajanpur,Thul Mingraj,Wheat,NA,Dec,Growing,"Weed mangement, Fertiliser application and Irrigation",
Punjab,Rajanpur,Thul Mingraj,Cotton,NA,Jan,,,
Punjab,Rajanpur,Thul Mingraj,Cotton,NA,Feb,,,
Punjab,Rajanpur,Thul Mingraj,Cotton,NA,Mar,,,
Punjab,Rajanpur,Thul Mingraj,Cotton,NA,Apr,Planting,Land preparation,
Punjab,Rajanpur,Thul Mingraj,Cotton,NA,May,Planting and Growing,"Planting, Weed mangement, Fertiliser application and Irrigation",
Punjab,Rajanpur,Thul Mingraj,Cotton,NA,Jun,Growing,"Howing, Fertiliser application and Irrigation",
Punjab,Rajanpur,Thul Mingraj,Cotton,NA,Jul,Growing,Pesticide and Fertiliser application and Irrigation,
Punjab,Rajanpur,Thul Mingraj,Cotton,NA,Aug,Growing,Pesticide application and Irrigation,
Punjab,Rajanpur,Thul Mingraj,Cotton,NA,Sep,Harvesting,Harvesting,
Punjab,Rajanpur,Thul Mingraj,Cotton,NA,Oct,Harvesting,Harvesting,
Punjab,Rajanpur,Thul Mingraj,Cotton,NA,Nov,,,
Punjab,Rajanpur,Thul Mingraj,Cotton,NA,Dec,,,
Punjab,Rajanpur,Thul Mingraj,Sugarcane,NA,Jan,Planting,Land preparation,
Punjab,Rajanpur,Thul Mingraj,Sugarcane,NA,Feb,Planting,"Planting, Weed management and Fertiliser application",
Punjab,Rajanpur,Thul Mingraj,Sugarcane,NA,Mar,Growing,"Weed management, Fertiliser application and Irrigation",
Punjab,Rajanpur,Thul Mingraj,Sugarcane,NA,Apr,Growing,"Pest and Weed management, Fertiliser application and Irrigation",
Punjab,Rajanpur,Thul Mingraj,Sugarcane,NA,May,Growing,"Pest management, Fertiliser application and Irrigation",
Punjab,Rajanpur,Thul Mingraj,Sugarcane,NA,Jun,Growing,"Pest management, Fertiliser application and Irrigation",
Punjab,Rajanpur,Thul Mingraj,Sugarcane,NA,Jul,Growing,"Pest management, Fertiliser application and Irrigation",
Punjab,Rajanpur,Thul Mingraj,Sugarcane,NA,Aug,Growing,"Pest management, Fertiliser application and Irrigation",
Punjab,Rajanpur,Thul Mingraj,Sugarcane,NA,Sep,Growing,Irrigation,
Punjab,Rajanpur,Thul Mingraj,Sugarcane,NA,Oct,Growing,Irrigation,
Punjab,Rajanpur,Thul Mingraj,Sugarcane,NA,Nov,Harvesting,Harvesting,
Punjab,Rajanpur,Thul Mingraj,Sugarcane,NA,Dec,,,
Punjab,Jhang,Lawana,Wheat,NA,Jan,Growing,Weed Management,Need review of this pattern
Punjab,Jhang,Lawana,Wheat,NA,Feb,Growing,Pest and Weed management,
Punjab,Jhang,Lawana,Wheat,NA,Mar,Harvesting,Harvesting,
Punjab,Jhang,Lawana,Wheat,NA,Apr,,,
Punjab,Jhang,Lawana,Wheat,NA,May,,,
Punjab,Jhang,Lawana,Wheat,NA,Jun,,,
Punjab,Jhang,Lawana,Wheat,NA,Jul,,,
Punjab,Jhang,Lawana,Wheat,NA,Aug,,,
Punjab,Jhang,Lawana,Wheat,NA,Sep,,,
Punjab,Jhang,Lawana,Wheat,NA,Oct,,,
Punjab,Jhang,Lawana,Wheat,NA,Nov,Planting,Land preparation and Planting,
Punjab,Jhang,Lawana,Wheat,NA,Dec,Planting,Land preparation,
Punjab,Jhang,Lawana,Rice,NA,Jan,,,
Punjab,Jhang,Lawana,Rice,NA,Feb,,,
Punjab,Jhang,Lawana,Rice,NA,Mar,,,
Punjab,Jhang,Lawana,Rice,NA,Apr,,,
Punjab,Jhang,Lawana,Rice,NA,May,,,
Punjab,Jhang,Lawana,Rice,NA,Jun,Planting,"Planting, Weed and Pest management and Irrigation",Need review of this pattern
Punjab,Jhang,Lawana,Rice,NA,Jul,Growing,"Planting, Weed and Pest management and Irrigation",
Punjab,Jhang,Lawana,Rice,NA,Aug,Harvesting,"Planting, Weed and Pest management, Irrigation and Harvesting",
Punjab,Jhang,Lawana,Rice,NA,Sep,,,
Punjab,Jhang,Lawana,Rice,NA,Oct,,,
Punjab,Jhang,Lawana,Rice,NA,Nov,,,
Punjab,Jhang,Lawana,Rice,NA,Dec,,,
Punjab,Jhang,Lawana,Sugarcane,NA,Jan,Harvesting,Harvesting,Need review of this pattern
Punjab,Jhang,Lawana,Sugarcane,NA,Feb,Planting,Land preparation,
Punjab,Jhang,Lawana,Sugarcane,NA,Mar,Growing,Weed management,
Punjab,Jhang,Lawana,Sugarcane,NA,Apr,Growing,Pest and Weed management,
Punjab,Jhang,Lawana,Sugarcane,NA,May,Growing,Pest and Weed management,
Punjab,Jhang,Lawana,Sugarcane,NA,Jun,Growing,"Pest and Weed management, and Irrigation",
Punjab,Jhang,Lawana,Sugarcane,NA,Jul,Growing,"Pest and Weed management, and Irrigation",
Punjab,Jhang,Lawana,Sugarcane,NA,Aug,Growing,,
Punjab,Jhang,Lawana,Sugarcane,NA,Sep,Growing,Land preparation and Transplanting,
